dataset,annotator,category,id,rate
hansard_bill,4,n,hansard_bill-1135,0.0
hansard_bill,4,n,hansard_bill-1161,33.33333333333333
hansard_bill,4,n,hansard_bill-125,0.0
hansard_bill,4,n,hansard_bill-130,0.0
hansard_bill,4,n,hansard_bill-223,0.0
hansard_bill,4,n,hansard_bill-418,0.0
hansard_bill,4,n,hansard_bill-477,0.0
hansard_bill,4,n,hansard_bill-499,66.66666666666666
hansard_bill,4,n,hansard_bill-825,0.0
hansard_bill,4,n,hansard_bill-850,0.0
hansard_bill,4,n,hansard_bill-951,0.0
hansard_bill,4,n,average,8.333333333333332
dagstuhl,40,c,dagstuhl-218,100.0
dagstuhl,40,c,dagstuhl-221,66.66666666666666
dagstuhl,40,c,dagstuhl-225,0.0
dagstuhl,40,c,dagstuhl-251,66.66666666666666
dagstuhl,40,c,dagstuhl-43,100.0
dagstuhl,40,c,average,66.66666666666666
dagstuhl,40,p,dagstuhl-218,0.0
dagstuhl,40,p,dagstuhl-221,33.33333333333333
dagstuhl,40,p,dagstuhl-225,0.0
dagstuhl,40,p,dagstuhl-251,33.33333333333333
dagstuhl,40,p,dagstuhl-43,0.0
dagstuhl,40,p,average,13.333333333333332
dagstuhl,40,n,dagstuhl-218,0.0
dagstuhl,40,n,dagstuhl-221,0.0
dagstuhl,40,n,dagstuhl-225,100.0
dagstuhl,40,n,dagstuhl-251,0.0
dagstuhl,40,n,dagstuhl-43,0.0
dagstuhl,40,n,average,20.0
defabel,41,c,defabel-113,0.0
defabel,41,c,defabel-211,66.66666666666666
defabel,41,c,defabel-415,66.66666666666666
defabel,41,c,defabel-560,33.33333333333333
defabel,41,c,defabel-85,0.0
defabel,41,c,average,33.33333333333333
defabel,41,p,defabel-113,0.0
defabel,41,p,defabel-211,33.33333333333333
defabel,41,p,defabel-415,33.33333333333333
defabel,41,p,defabel-560,66.66666666666666
defabel,41,p,defabel-85,0.0
defabel,41,p,average,26.666666666666664
defabel,41,n,defabel-113,100.0
defabel,41,n,defabel-211,0.0
defabel,41,n,defabel-415,0.0
defabel,41,n,defabel-560,0.0
defabel,41,n,defabel-85,100.0
defabel,41,n,average,40.0
defabel,42,c,defabel-113,100.0
defabel,42,c,defabel-211,100.0
defabel,42,c,defabel-415,33.33333333333333
defabel,42,c,defabel-560,100.0
defabel,42,c,defabel-85,33.33333333333333
defabel,42,c,average,73.33333333333333
defabel,42,p,defabel-113,0.0
defabel,42,p,defabel-211,0.0
defabel,42,p,defabel-415,0.0
defabel,42,p,defabel-560,0.0
defabel,42,p,defabel-85,0.0
defabel,42,p,average,0.0
defabel,42,n,defabel-113,0.0
defabel,42,n,defabel-211,0.0
defabel,42,n,defabel-415,66.66666666666666
defabel,42,n,defabel-560,0.0
defabel,42,n,defabel-85,66.66666666666666
defabel,42,n,average,26.666666666666664
defabel,43,c,defabel-113,0.0
defabel,43,c,defabel-211,66.66666666666666
defabel,43,c,defabel-415,33.33333333333333
defabel,43,c,defabel-560,100.0
defabel,43,c,defabel-85,66.66666666666666
defabel,43,c,average,53.33333333333333
defabel,43,p,defabel-113,0.0
defabel,43,p,defabel-211,0.0
defabel,43,p,defabel-415,0.0
defabel,43,p,defabel-560,0.0
defabel,43,p,defabel-85,33.33333333333333
defabel,43,p,average,6.666666666666666
defabel,43,n,defabel-113,100.0
defabel,43,n,defabel-211,33.33333333333333
defabel,43,n,defabel-415,66.66666666666666
defabel,43,n,defabel-560,0.0
defabel,43,n,defabel-85,0.0
defabel,43,n,average,39.99999999999999
defabel,44,c,defabel-113,33.33333333333333
defabel,44,c,defabel-132,0.0
defabel,44,c,defabel-168,66.66666666666666
defabel,44,c,defabel-178,33.33333333333333
defabel,44,c,defabel-202,66.66666666666666
defabel,44,c,defabel-21,100.0
defabel,44,c,defabel-211,0.0
defabel,44,c,defabel-216,100.0
defabel,44,c,defabel-22,100.0
defabel,44,c,defabel-227,100.0
defabel,44,c,defabel-301,33.33333333333333
defabel,44,c,defabel-314,33.33333333333333
defabel,44,c,defabel-316,33.33333333333333
defabel,44,c,defabel-329,100.0
defabel,44,c,defabel-372,100.0
defabel,44,c,defabel-393,100.0
defabel,44,c,defabel-415,33.33333333333333
defabel,44,c,defabel-438,100.0
defabel,44,c,defabel-463,100.0
defabel,44,c,defabel-467,66.66666666666666
defabel,44,c,defabel-490,33.33333333333333
defabel,44,c,defabel-500,100.0
defabel,44,c,defabel-514,33.33333333333333
defabel,44,c,defabel-522,100.0
defabel,44,c,defabel-560,100.0
defabel,44,c,defabel-57,33.33333333333333
defabel,44,c,defabel-574,33.33333333333333
defabel,44,c,defabel-592,100.0
defabel,44,c,defabel-607,100.0
defabel,44,c,defabel-622,100.0
defabel,44,c,defabel-633,0.0
defabel,44,c,defabel-643,100.0
defabel,44,c,defabel-644,100.0
defabel,44,c,defabel-677,100.0
defabel,44,c,defabel-681,100.0
defabel,44,c,defabel-692,33.33333333333333
defabel,44,c,defabel-701,100.0
defabel,44,c,defabel-732,0.0
defabel,44,c,defabel-737,100.0
defabel,44,c,defabel-785,0.0
defabel,44,c,defabel-789,33.33333333333333
defabel,44,c,defabel-812,66.66666666666666
defabel,44,c,defabel-814,33.33333333333333
defabel,44,c,defabel-835,0.0
defabel,44,c,defabel-839,100.0
defabel,44,c,defabel-85,66.66666666666666
defabel,44,c,defabel-852,100.0
defabel,44,c,defabel-856,100.0
defabel,44,c,defabel-888,100.0
defabel,44,c,defabel-901,100.0
defabel,44,c,average,67.33333333333333
defabel,44,p,defabel-113,0.0
defabel,44,p,defabel-132,100.0
defabel,44,p,defabel-168,33.33333333333333
defabel,44,p,defabel-178,0.0
defabel,44,p,defabel-202,33.33333333333333
defabel,44,p,defabel-21,0.0
defabel,44,p,defabel-211,100.0
defabel,44,p,defabel-216,0.0
defabel,44,p,defabel-22,0.0
defabel,44,p,defabel-227,0.0
defabel,44,p,defabel-301,0.0
defabel,44,p,defabel-314,0.0
defabel,44,p,defabel-316,0.0
defabel,44,p,defabel-329,0.0
defabel,44,p,defabel-372,0.0
defabel,44,p,defabel-393,0.0
defabel,44,p,defabel-415,0.0
defabel,44,p,defabel-438,0.0
defabel,44,p,defabel-463,0.0
defabel,44,p,defabel-467,33.33333333333333
defabel,44,p,defabel-490,0.0
defabel,44,p,defabel-500,0.0
defabel,44,p,defabel-514,66.66666666666666
defabel,44,p,defabel-522,0.0
defabel,44,p,defabel-560,0.0
defabel,44,p,defabel-57,0.0
defabel,44,p,defabel-574,0.0
defabel,44,p,defabel-592,0.0
defabel,44,p,defabel-607,0.0
defabel,44,p,defabel-622,0.0
defabel,44,p,defabel-633,100.0
defabel,44,p,defabel-643,0.0
defabel,44,p,defabel-644,0.0
defabel,44,p,defabel-677,0.0
defabel,44,p,defabel-681,0.0
defabel,44,p,defabel-692,0.0
defabel,44,p,defabel-701,0.0
defabel,44,p,defabel-732,100.0
defabel,44,p,defabel-737,0.0
defabel,44,p,defabel-785,0.0
defabel,44,p,defabel-789,0.0
defabel,44,p,defabel-812,0.0
defabel,44,p,defabel-814,0.0
defabel,44,p,defabel-835,0.0
defabel,44,p,defabel-839,0.0
defabel,44,p,defabel-85,0.0
defabel,44,p,defabel-852,0.0
defabel,44,p,defabel-856,0.0
defabel,44,p,defabel-888,0.0
defabel,44,p,defabel-901,0.0
defabel,44,p,average,11.333333333333332
defabel,44,n,defabel-113,66.66666666666666
defabel,44,n,defabel-132,0.0
defabel,44,n,defabel-168,0.0
defabel,44,n,defabel-178,66.66666666666666
defabel,44,n,defabel-202,0.0
defabel,44,n,defabel-21,0.0
defabel,44,n,defabel-211,0.0
defabel,44,n,defabel-216,0.0
defabel,44,n,defabel-22,0.0
defabel,44,n,defabel-227,0.0
defabel,44,n,defabel-301,66.66666666666666
defabel,44,n,defabel-314,66.66666666666666
defabel,44,n,defabel-316,66.66666666666666
defabel,44,n,defabel-329,0.0
defabel,44,n,defabel-372,0.0
defabel,44,n,defabel-393,0.0
defabel,44,n,defabel-415,66.66666666666666
defabel,44,n,defabel-438,0.0
defabel,44,n,defabel-463,0.0
defabel,44,n,defabel-467,0.0
defabel,44,n,defabel-490,66.66666666666666
defabel,44,n,defabel-500,0.0
defabel,44,n,defabel-514,0.0
defabel,44,n,defabel-522,0.0
defabel,44,n,defabel-560,0.0
defabel,44,n,defabel-57,66.66666666666666
defabel,44,n,defabel-574,66.66666666666666
defabel,44,n,defabel-592,0.0
defabel,44,n,defabel-607,0.0
defabel,44,n,defabel-622,0.0
defabel,44,n,defabel-633,0.0
defabel,44,n,defabel-643,0.0
defabel,44,n,defabel-644,0.0
defabel,44,n,defabel-677,0.0
defabel,44,n,defabel-681,0.0
defabel,44,n,defabel-692,66.66666666666666
defabel,44,n,defabel-701,0.0
defabel,44,n,defabel-732,0.0
defabel,44,n,defabel-737,0.0
defabel,44,n,defabel-785,100.0
defabel,44,n,defabel-789,66.66666666666666
defabel,44,n,defabel-812,33.33333333333333
defabel,44,n,defabel-814,66.66666666666666
defabel,44,n,defabel-835,100.0
defabel,44,n,defabel-839,0.0
defabel,44,n,defabel-85,33.33333333333333
defabel,44,n,defabel-852,0.0
defabel,44,n,defabel-856,0.0
defabel,44,n,defabel-888,0.0
defabel,44,n,defabel-901,0.0
defabel,44,n,average,21.33333333333333
deuparl,44,c,deuparl-105,100.0
deuparl,44,c,deuparl-114,100.0
deuparl,44,c,deuparl-123,0.0
deuparl,44,c,deuparl-1430,0.0
deuparl,44,c,deuparl-155,33.33333333333333
deuparl,44,c,deuparl-1604,100.0
deuparl,44,c,deuparl-161,0.0
deuparl,44,c,deuparl-168,33.33333333333333
deuparl,44,c,deuparl-17,33.33333333333333
deuparl,44,c,deuparl-182,100.0
deuparl,44,c,deuparl-187,100.0
deuparl,44,c,deuparl-188,33.33333333333333
deuparl,44,c,deuparl-194,33.33333333333333
deuparl,44,c,deuparl-2064,100.0
deuparl,44,c,deuparl-2181,66.66666666666666
deuparl,44,c,deuparl-2183,33.33333333333333
deuparl,44,c,deuparl-2187,66.66666666666666
deuparl,44,c,deuparl-2202,0.0
deuparl,44,c,deuparl-2208,100.0
deuparl,44,c,deuparl-238,33.33333333333333
deuparl,44,c,deuparl-239,0.0
deuparl,44,c,deuparl-241,0.0
deuparl,44,c,deuparl-252,0.0
deuparl,44,c,deuparl-267,100.0
deuparl,44,c,deuparl-27,33.33333333333333
deuparl,44,c,deuparl-296,33.33333333333333
deuparl,44,c,deuparl-324,100.0
deuparl,44,c,deuparl-325,0.0
deuparl,44,c,deuparl-341,66.66666666666666
deuparl,44,c,deuparl-36,100.0
deuparl,44,c,deuparl-363,33.33333333333333
deuparl,44,c,deuparl-365,0.0
deuparl,44,c,deuparl-390,33.33333333333333
deuparl,44,c,deuparl-405,66.66666666666666
deuparl,44,c,deuparl-414,66.66666666666666
deuparl,44,c,deuparl-420,66.66666666666666
deuparl,44,c,deuparl-429,100.0
deuparl,44,c,deuparl-433,66.66666666666666
deuparl,44,c,deuparl-442,66.66666666666666
deuparl,44,c,deuparl-444,66.66666666666666
deuparl,44,c,deuparl-487,33.33333333333333
deuparl,44,c,deuparl-498,0.0
deuparl,44,c,deuparl-504,100.0
deuparl,44,c,deuparl-51,33.33333333333333
deuparl,44,c,deuparl-57,100.0
deuparl,44,c,deuparl-62,33.33333333333333
deuparl,44,c,deuparl-77,0.0
deuparl,44,c,deuparl-78,33.33333333333333
deuparl,44,c,deuparl-88,33.33333333333333
deuparl,44,c,deuparl-91,0.0
deuparl,44,c,average,48.66666666666667
deuparl,44,p,deuparl-105,0.0
deuparl,44,p,deuparl-114,0.0
deuparl,44,p,deuparl-123,100.0
deuparl,44,p,deuparl-1430,100.0
deuparl,44,p,deuparl-155,66.66666666666666
deuparl,44,p,deuparl-1604,0.0
deuparl,44,p,deuparl-161,100.0
deuparl,44,p,deuparl-168,66.66666666666666
deuparl,44,p,deuparl-17,66.66666666666666
deuparl,44,p,deuparl-182,0.0
deuparl,44,p,deuparl-187,0.0
deuparl,44,p,deuparl-188,66.66666666666666
deuparl,44,p,deuparl-194,66.66666666666666
deuparl,44,p,deuparl-2064,0.0
deuparl,44,p,deuparl-2181,33.33333333333333
deuparl,44,p,deuparl-2183,0.0
deuparl,44,p,deuparl-2187,33.33333333333333
deuparl,44,p,deuparl-2202,100.0
deuparl,44,p,deuparl-2208,0.0
deuparl,44,p,deuparl-238,66.66666666666666
deuparl,44,p,deuparl-239,33.33333333333333
deuparl,44,p,deuparl-241,100.0
deuparl,44,p,deuparl-252,0.0
deuparl,44,p,deuparl-267,0.0
deuparl,44,p,deuparl-27,66.66666666666666
deuparl,44,p,deuparl-296,66.66666666666666
deuparl,44,p,deuparl-324,0.0
deuparl,44,p,deuparl-325,100.0
deuparl,44,p,deuparl-341,33.33333333333333
deuparl,44,p,deuparl-36,0.0
deuparl,44,p,deuparl-363,0.0
deuparl,44,p,deuparl-365,100.0
deuparl,44,p,deuparl-390,66.66666666666666
deuparl,44,p,deuparl-405,0.0
deuparl,44,p,deuparl-414,0.0
deuparl,44,p,deuparl-420,0.0
deuparl,44,p,deuparl-429,0.0
deuparl,44,p,deuparl-433,33.33333333333333
deuparl,44,p,deuparl-442,33.33333333333333
deuparl,44,p,deuparl-444,33.33333333333333
deuparl,44,p,deuparl-487,0.0
deuparl,44,p,deuparl-498,0.0
deuparl,44,p,deuparl-504,0.0
deuparl,44,p,deuparl-51,66.66666666666666
deuparl,44,p,deuparl-57,0.0
deuparl,44,p,deuparl-62,66.66666666666666
deuparl,44,p,deuparl-77,100.0
deuparl,44,p,deuparl-78,66.66666666666666
deuparl,44,p,deuparl-88,66.66666666666666
deuparl,44,p,deuparl-91,100.0
deuparl,44,p,average,39.99999999999999
deuparl,44,n,deuparl-105,0.0
deuparl,44,n,deuparl-114,0.0
deuparl,44,n,deuparl-123,0.0
deuparl,44,n,deuparl-1430,0.0
deuparl,44,n,deuparl-155,0.0
deuparl,44,n,deuparl-1604,0.0
deuparl,44,n,deuparl-161,0.0
deuparl,44,n,deuparl-168,0.0
deuparl,44,n,deuparl-17,0.0
deuparl,44,n,deuparl-182,0.0
deuparl,44,n,deuparl-187,0.0
deuparl,44,n,deuparl-188,0.0
deuparl,44,n,deuparl-194,0.0
deuparl,44,n,deuparl-2064,0.0
deuparl,44,n,deuparl-2181,0.0
deuparl,44,n,deuparl-2183,66.66666666666666
deuparl,44,n,deuparl-2187,0.0
deuparl,44,n,deuparl-2202,0.0
deuparl,44,n,deuparl-2208,0.0
deuparl,44,n,deuparl-238,0.0
deuparl,44,n,deuparl-239,66.66666666666666
deuparl,44,n,deuparl-241,0.0
deuparl,44,n,deuparl-252,100.0
deuparl,44,n,deuparl-267,0.0
deuparl,44,n,deuparl-27,0.0
deuparl,44,n,deuparl-296,0.0
deuparl,44,n,deuparl-324,0.0
deuparl,44,n,deuparl-325,0.0
deuparl,44,n,deuparl-341,0.0
deuparl,44,n,deuparl-36,0.0
deuparl,44,n,deuparl-363,66.66666666666666
deuparl,44,n,deuparl-365,0.0
deuparl,44,n,deuparl-390,0.0
deuparl,44,n,deuparl-405,33.33333333333333
deuparl,44,n,deuparl-414,33.33333333333333
deuparl,44,n,deuparl-420,33.33333333333333
deuparl,44,n,deuparl-429,0.0
deuparl,44,n,deuparl-433,0.0
deuparl,44,n,deuparl-442,0.0
deuparl,44,n,deuparl-444,0.0
deuparl,44,n,deuparl-487,66.66666666666666
deuparl,44,n,deuparl-498,100.0
deuparl,44,n,deuparl-504,0.0
deuparl,44,n,deuparl-51,0.0
deuparl,44,n,deuparl-57,0.0
deuparl,44,n,deuparl-62,0.0
deuparl,44,n,deuparl-77,0.0
deuparl,44,n,deuparl-78,0.0
deuparl,44,n,deuparl-88,0.0
deuparl,44,n,deuparl-91,0.0
deuparl,44,n,average,11.333333333333332
hansard,44,c,hansard-1127,66.66666666666666
hansard,44,c,hansard-1193,100.0
hansard,44,c,hansard-1352,100.0
hansard,44,c,hansard-1379,100.0
hansard,44,c,hansard-1412,100.0
hansard,44,c,hansard-1421,100.0
hansard,44,c,hansard-1435,100.0
hansard,44,c,hansard-1466,100.0
hansard,44,c,hansard-1478,100.0
hansard,44,c,hansard-199,0.0
hansard,44,c,hansard-2061,100.0
hansard,44,c,hansard-208,100.0
hansard,44,c,hansard-220,66.66666666666666
hansard,44,c,hansard-2760,100.0
hansard,44,c,hansard-2931,0.0
hansard,44,c,hansard-3118,66.66666666666666
hansard,44,c,hansard-3208,66.66666666666666
hansard,44,c,hansard-3211,100.0
hansard,44,c,hansard-3228,100.0
hansard,44,c,hansard-3431,100.0
hansard,44,c,hansard-3480,100.0
hansard,44,c,hansard-3690,100.0
hansard,44,c,hansard-3875,100.0
hansard,44,c,hansard-3876,100.0
hansard,44,c,hansard-4072,33.33333333333333
hansard,44,c,hansard-4426,0.0
hansard,44,c,hansard-476,0.0
hansard,44,c,hansard-4985,100.0
hansard,44,c,hansard-5094,100.0
hansard,44,c,hansard-5142,100.0
hansard,44,c,hansard-5208,100.0
hansard,44,c,hansard-5282,33.33333333333333
hansard,44,c,hansard-5298,100.0
hansard,44,c,hansard-5313,100.0
hansard,44,c,hansard-5334,100.0
hansard,44,c,hansard-5338,66.66666666666666
hansard,44,c,hansard-5697,100.0
hansard,44,c,hansard-6014,100.0
hansard,44,c,hansard-6157,100.0
hansard,44,c,hansard-6200,100.0
hansard,44,c,hansard-6204,66.66666666666666
hansard,44,c,hansard-720,100.0
hansard,44,c,hansard-774,100.0
hansard,44,c,hansard-775,100.0
hansard,44,c,hansard-778,100.0
hansard,44,c,hansard-780,100.0
hansard,44,c,hansard-797,100.0
hansard,44,c,hansard-914,100.0
hansard,44,c,hansard-924,100.0
hansard,44,c,hansard-929,100.0
hansard,44,c,average,85.33333333333331
hansard,44,p,hansard-1127,33.33333333333333
hansard,44,p,hansard-1193,0.0
hansard,44,p,hansard-1352,0.0
hansard,44,p,hansard-1379,0.0
hansard,44,p,hansard-1412,0.0
hansard,44,p,hansard-1421,0.0
hansard,44,p,hansard-1435,0.0
hansard,44,p,hansard-1466,0.0
hansard,44,p,hansard-1478,0.0
hansard,44,p,hansard-199,100.0
hansard,44,p,hansard-2061,0.0
hansard,44,p,hansard-208,0.0
hansard,44,p,hansard-220,33.33333333333333
hansard,44,p,hansard-2760,0.0
hansard,44,p,hansard-2931,100.0
hansard,44,p,hansard-3118,33.33333333333333
hansard,44,p,hansard-3208,33.33333333333333
hansard,44,p,hansard-3211,0.0
hansard,44,p,hansard-3228,0.0
hansard,44,p,hansard-3431,0.0
hansard,44,p,hansard-3480,0.0
hansard,44,p,hansard-3690,0.0
hansard,44,p,hansard-3875,0.0
hansard,44,p,hansard-3876,0.0
hansard,44,p,hansard-4072,33.33333333333333
hansard,44,p,hansard-4426,100.0
hansard,44,p,hansard-476,0.0
hansard,44,p,hansard-4985,0.0
hansard,44,p,hansard-5094,0.0
hansard,44,p,hansard-5142,0.0
hansard,44,p,hansard-5208,0.0
hansard,44,p,hansard-5282,66.66666666666666
hansard,44,p,hansard-5298,0.0
hansard,44,p,hansard-5313,0.0
hansard,44,p,hansard-5334,0.0
hansard,44,p,hansard-5338,33.33333333333333
hansard,44,p,hansard-5697,0.0
hansard,44,p,hansard-6014,0.0
hansard,44,p,hansard-6157,0.0
hansard,44,p,hansard-6200,0.0
hansard,44,p,hansard-6204,0.0
hansard,44,p,hansard-720,0.0
hansard,44,p,hansard-774,0.0
hansard,44,p,hansard-775,0.0
hansard,44,p,hansard-778,0.0
hansard,44,p,hansard-780,0.0
hansard,44,p,hansard-797,0.0
hansard,44,p,hansard-914,0.0
hansard,44,p,hansard-924,0.0
hansard,44,p,hansard-929,0.0
hansard,44,p,average,11.333333333333332
hansard,44,n,hansard-1127,0.0
hansard,44,n,hansard-1193,0.0
hansard,44,n,hansard-1352,0.0
hansard,44,n,hansard-1379,0.0
hansard,44,n,hansard-1412,0.0
hansard,44,n,hansard-1421,0.0
hansard,44,n,hansard-1435,0.0
hansard,44,n,hansard-1466,0.0
hansard,44,n,hansard-1478,0.0
hansard,44,n,hansard-199,0.0
hansard,44,n,hansard-2061,0.0
hansard,44,n,hansard-208,0.0
hansard,44,n,hansard-220,0.0
hansard,44,n,hansard-2760,0.0
hansard,44,n,hansard-2931,0.0
hansard,44,n,hansard-3118,0.0
hansard,44,n,hansard-3208,0.0
hansard,44,n,hansard-3211,0.0
hansard,44,n,hansard-3228,0.0
hansard,44,n,hansard-3431,0.0
hansard,44,n,hansard-3480,0.0
hansard,44,n,hansard-3690,0.0
hansard,44,n,hansard-3875,0.0
hansard,44,n,hansard-3876,0.0
hansard,44,n,hansard-4072,33.33333333333333
hansard,44,n,hansard-4426,0.0
hansard,44,n,hansard-476,100.0
hansard,44,n,hansard-4985,0.0
hansard,44,n,hansard-5094,0.0
hansard,44,n,hansard-5142,0.0
hansard,44,n,hansard-5208,0.0
hansard,44,n,hansard-5282,0.0
hansard,44,n,hansard-5298,0.0
hansard,44,n,hansard-5313,0.0
hansard,44,n,hansard-5334,0.0
hansard,44,n,hansard-5338,0.0
hansard,44,n,hansard-5697,0.0
hansard,44,n,hansard-6014,0.0
hansard,44,n,hansard-6157,0.0
hansard,44,n,hansard-6200,0.0
hansard,44,n,hansard-6204,33.33333333333333
hansard,44,n,hansard-720,0.0
hansard,44,n,hansard-774,0.0
hansard,44,n,hansard-775,0.0
hansard,44,n,hansard-778,0.0
hansard,44,n,hansard-780,0.0
hansard,44,n,hansard-797,0.0
hansard,44,n,hansard-914,0.0
hansard,44,n,hansard-924,0.0
hansard,44,n,hansard-929,0.0
hansard,44,n,average,3.333333333333333
defabel,45,c,defabel-132,33.33333333333333
defabel,45,c,defabel-227,33.33333333333333
defabel,45,c,defabel-301,66.66666666666666
defabel,45,c,defabel-607,33.33333333333333
defabel,45,c,defabel-622,66.66666666666666
defabel,45,c,average,46.66666666666666
defabel,45,p,defabel-132,0.0
defabel,45,p,defabel-227,0.0
defabel,45,p,defabel-301,33.33333333333333
defabel,45,p,defabel-607,0.0
defabel,45,p,defabel-622,33.33333333333333
defabel,45,p,average,13.333333333333332
defabel,45,n,defabel-132,66.66666666666666
defabel,45,n,defabel-227,66.66666666666666
defabel,45,n,defabel-301,0.0
defabel,45,n,defabel-607,66.66666666666666
defabel,45,n,defabel-622,0.0
defabel,45,n,average,39.99999999999999
defabel,46,c,defabel-132,0.0
defabel,46,c,defabel-227,0.0
defabel,46,c,defabel-301,100.0
defabel,46,c,defabel-607,0.0
defabel,46,c,defabel-622,66.66666666666666
defabel,46,c,average,33.33333333333333
defabel,46,p,defabel-132,100.0
defabel,46,p,defabel-227,0.0
defabel,46,p,defabel-301,0.0
defabel,46,p,defabel-607,0.0
defabel,46,p,defabel-622,33.33333333333333
defabel,46,p,average,26.666666666666664
defabel,46,n,defabel-132,0.0
defabel,46,n,defabel-227,100.0
defabel,46,n,defabel-301,0.0
defabel,46,n,defabel-607,100.0
defabel,46,n,defabel-622,0.0
defabel,46,n,average,40.0
defabel,47,c,defabel-132,0.0
defabel,47,c,defabel-227,33.33333333333333
defabel,47,c,defabel-301,100.0
defabel,47,c,defabel-607,66.66666666666666
defabel,47,c,defabel-622,0.0
defabel,47,c,average,39.99999999999999
defabel,47,p,defabel-132,66.66666666666666
defabel,47,p,defabel-227,0.0
defabel,47,p,defabel-301,0.0
defabel,47,p,defabel-607,33.33333333333333
defabel,47,p,defabel-622,0.0
defabel,47,p,average,19.999999999999996
defabel,47,n,defabel-132,33.33333333333333
defabel,47,n,defabel-227,66.66666666666666
defabel,47,n,defabel-301,0.0
defabel,47,n,defabel-607,0.0
defabel,47,n,defabel-622,100.0
defabel,47,n,average,40.0
defabel,48,c,defabel-168,0.0
defabel,48,c,defabel-314,0.0
defabel,48,c,defabel-438,33.33333333333333
defabel,48,c,defabel-835,100.0
defabel,48,c,defabel-901,0.0
defabel,48,c,average,26.666666666666664
defabel,48,p,defabel-168,0.0
defabel,48,p,defabel-314,0.0
defabel,48,p,defabel-438,0.0
defabel,48,p,defabel-835,0.0
defabel,48,p,defabel-901,0.0
defabel,48,p,average,0.0
defabel,48,n,defabel-168,100.0
defabel,48,n,defabel-314,100.0
defabel,48,n,defabel-438,66.66666666666666
defabel,48,n,defabel-835,0.0
defabel,48,n,defabel-901,100.0
defabel,48,n,average,73.33333333333333
defabel,49,c,defabel-168,100.0
defabel,49,c,defabel-314,0.0
defabel,49,c,defabel-438,100.0
defabel,49,c,defabel-835,0.0
defabel,49,c,defabel-901,100.0
defabel,49,c,average,60.0
defabel,49,p,defabel-168,0.0
defabel,49,p,defabel-314,0.0
defabel,49,p,defabel-438,0.0
defabel,49,p,defabel-835,0.0
defabel,49,p,defabel-901,0.0
defabel,49,p,average,0.0
defabel,49,n,defabel-168,0.0
defabel,49,n,defabel-314,100.0
defabel,49,n,defabel-438,0.0
defabel,49,n,defabel-835,100.0
defabel,49,n,defabel-901,0.0
defabel,49,n,average,40.0
dagstuhl,5,c,dagstuhl-102,33.33333333333333
dagstuhl,5,c,dagstuhl-12,100.0
dagstuhl,5,c,dagstuhl-231,100.0
dagstuhl,5,c,dagstuhl-247,66.66666666666666
dagstuhl,5,c,dagstuhl-56,100.0
dagstuhl,5,c,average,80.0
dagstuhl,5,p,dagstuhl-102,0.0
dagstuhl,5,p,dagstuhl-12,0.0
dagstuhl,5,p,dagstuhl-231,0.0
dagstuhl,5,p,dagstuhl-247,0.0
dagstuhl,5,p,dagstuhl-56,0.0
dagstuhl,5,p,average,0.0
dagstuhl,5,n,dagstuhl-102,66.66666666666666
dagstuhl,5,n,dagstuhl-12,0.0
dagstuhl,5,n,dagstuhl-231,0.0
dagstuhl,5,n,dagstuhl-247,33.33333333333333
dagstuhl,5,n,dagstuhl-56,0.0
dagstuhl,5,n,average,19.999999999999996
defabel,50,c,defabel-168,0.0
defabel,50,c,defabel-314,66.66666666666666
defabel,50,c,defabel-438,100.0
defabel,50,c,defabel-835,66.66666666666666
defabel,50,c,defabel-901,100.0
defabel,50,c,average,66.66666666666666
defabel,50,p,defabel-168,0.0
defabel,50,p,defabel-314,0.0
defabel,50,p,defabel-438,0.0
defabel,50,p,defabel-835,33.33333333333333
defabel,50,p,defabel-901,0.0
defabel,50,p,average,6.666666666666666
defabel,50,n,defabel-168,100.0
defabel,50,n,defabel-314,33.33333333333333
defabel,50,n,defabel-438,0.0
defabel,50,n,defabel-835,0.0
defabel,50,n,defabel-901,0.0
defabel,50,n,average,26.666666666666664
defabel,51,c,defabel-178,0.0
defabel,51,c,defabel-21,33.33333333333333
defabel,51,c,defabel-393,0.0
defabel,51,c,defabel-692,0.0
defabel,51,c,defabel-737,33.33333333333333
defabel,51,c,average,13.333333333333332
defabel,51,p,defabel-178,66.66666666666666
defabel,51,p,defabel-21,33.33333333333333
defabel,51,p,defabel-393,100.0
defabel,51,p,defabel-692,100.0
defabel,51,p,defabel-737,66.66666666666666
defabel,51,p,average,73.33333333333333
defabel,51,n,defabel-178,33.33333333333333
defabel,51,n,defabel-21,33.33333333333333
defabel,51,n,defabel-393,0.0
defabel,51,n,defabel-692,0.0
defabel,51,n,defabel-737,0.0
defabel,51,n,average,13.333333333333332
defabel,52,c,defabel-178,100.0
defabel,52,c,defabel-21,66.66666666666666
defabel,52,c,defabel-393,0.0
defabel,52,c,defabel-692,100.0
defabel,52,c,defabel-737,100.0
defabel,52,c,average,73.33333333333333
defabel,52,p,defabel-178,0.0
defabel,52,p,defabel-21,33.33333333333333
defabel,52,p,defabel-393,100.0
defabel,52,p,defabel-692,0.0
defabel,52,p,defabel-737,0.0
defabel,52,p,average,26.666666666666664
defabel,52,n,defabel-178,0.0
defabel,52,n,defabel-21,0.0
defabel,52,n,defabel-393,0.0
defabel,52,n,defabel-692,0.0
