annotator,id,dataset,ids,category,emotion_other,emotion_anchor
72,deuparl-57,deuparl,"3,2",c,2,1
4,deuparl-57,deuparl,"0,2",p,1,1
4,deuparl-57,deuparl,"3,1",c,0,1
4,deuparl-57,deuparl,"3,2",p,0,1
44,deuparl-57,deuparl,"0,2",c,1,1
44,deuparl-57,deuparl,"3,1",c,0,1
44,deuparl-57,deuparl,"3,2",c,2,1
79,deuparl-62,deuparl,"0,2",c,1,0
79,deuparl-62,deuparl,"3,1",p,1,0
79,deuparl-62,deuparl,"3,2",p,1,0
80,deuparl-62,deuparl,"0,2",c,2,2
80,deuparl-62,deuparl,"3,1",c,2,2
80,deuparl-62,deuparl,"3,2",c,2,2
72,deuparl-62,deuparl,"0,2",n,2,1
72,deuparl-62,deuparl,"3,1",n,0,1
72,deuparl-62,deuparl,"3,2",n,2,1
4,deuparl-62,deuparl,"0,2",c,2,1
4,deuparl-62,deuparl,"3,1",c,0,1
4,deuparl-62,deuparl,"3,2",c,2,1
44,deuparl-62,deuparl,"0,2",p,0,0
44,deuparl-62,deuparl,"3,1",c,0,0
44,deuparl-62,deuparl,"3,2",p,2,0
81,deuparl-77,deuparl,"0,2",c,1,1
81,deuparl-77,deuparl,"3,1",c,1,1
81,deuparl-77,deuparl,"3,2",c,2,1
82,deuparl-77,deuparl,"0,2",c,1,1
82,deuparl-77,deuparl,"3,1",c,1,1
82,deuparl-77,deuparl,"3,2",c,1,1
72,deuparl-77,deuparl,"0,2",p,1,1
72,deuparl-77,deuparl,"3,1",p,1,1
72,deuparl-77,deuparl,"3,2",p,0,1
4,deuparl-77,deuparl,"0,2",p,1,1
4,deuparl-77,deuparl,"3,1",p,1,1
4,deuparl-77,deuparl,"3,2",p,2,1
44,deuparl-77,deuparl,"0,2",p,1,1
44,deuparl-77,deuparl,"3,1",p,2,1
44,deuparl-77,deuparl,"3,2",p,2,1
87,deuparl-78,deuparl,"0,2",p,2,2
87,deuparl-78,deuparl,"3,1",c,1,2
87,deuparl-78,deuparl,"3,2",c,2,2
88,deuparl-78,deuparl,"0,2",c,1,1
88,deuparl-78,deuparl,"3,1",c,1,1
88,deuparl-78,deuparl,"3,2",c,2,1
72,deuparl-78,deuparl,"0,2",c,1,1
72,deuparl-78,deuparl,"3,1",p,0,1
72,deuparl-78,deuparl,"3,2",c,0,1
4,deuparl-78,deuparl,"0,2",c,1,1
4,deuparl-78,deuparl,"3,1",c,1,1
4,deuparl-78,deuparl,"3,2",c,2,1
44,deuparl-78,deuparl,"0,2",c,1,1
44,deuparl-78,deuparl,"3,1",p,2,1
44,deuparl-78,deuparl,"3,2",p,2,1
83,deuparl-88,deuparl,"0,2",c,2,2
83,deuparl-88,deuparl,"3,1",c,2,2
83,deuparl-88,deuparl,"3,2",c,1,2
62,deuparl-88,deuparl,"0,2",c,2,2
62,deuparl-88,deuparl,"3,1",c,2,2
62,deuparl-88,deuparl,"3,2",c,2,2
72,deuparl-88,deuparl,"0,2",c,2,0
72,deuparl-88,deuparl,"3,1",c,0,0
72,deuparl-88,deuparl,"3,2",n,2,0
4,deuparl-88,deuparl,"0,2",c,2,1
4,deuparl-88,deuparl,"3,1",p,2,1
4,deuparl-88,deuparl,"3,2",c,2,1
44,deuparl-88,deuparl,"0,2",p,1,1
44,deuparl-88,deuparl,"3,1",c,0,1
44,deuparl-88,deuparl,"3,2",p,2,1
77,deuparl-91,deuparl,"0,2",c,2,0
77,deuparl-91,deuparl,"3,1",c,0,0
77,deuparl-91,deuparl,"3,2",c,2,0
78,deuparl-91,deuparl,"0,2",c,2,1
78,deuparl-91,deuparl,"3,1",c,2,1
78,deuparl-91,deuparl,"3,2",c,2,1
72,deuparl-91,deuparl,"0,2",c,2,1
72,deuparl-91,deuparl,"3,1",p,2,1
72,deuparl-91,deuparl,"3,2",c,2,1
4,deuparl-91,deuparl,"0,2",p,2,1
4,deuparl-91,deuparl,"3,1",p,0,1
4,deuparl-91,deuparl,"3,2",p,2,1
44,deuparl-91,deuparl,"0,2",p,0,0
44,deuparl-91,deuparl,"3,1",p,0,0
44,deuparl-91,deuparl,"3,2",p,0,0
89,hansard-1127,hansard,"0,2",p,2,2
89,hansard-1127,hansard,"3,1",p,2,2
89,hansard-1127,hansard,"3,2",c,2,2
90,hansard-1127,hansard,"0,2",c,2,0
90,hansard-1127,hansard,"3,1",c,0,0
90,hansard-1127,hansard,"3,2",c,0,0
91,hansard-1127,hansard,"0,2",c,2,0
91,hansard-1127,hansard,"3,1",c,2,0
91,hansard-1127,hansard,"3,2",n,2,0
44,hansard-1127,hansard,"0,2",c,2,0
44,hansard-1127,hansard,"3,1",p,0,0
44,hansard-1127,hansard,"3,2",c,2,0
92,hansard-1127,hansard,"0,2",p,1,1
92,hansard-1127,hansard,"3,1",p,2,1
92,hansard-1127,hansard,"3,2",p,2,1
93,hansard-1193,hansard,"0,2",p,0,1
93,hansard-1193,hansard,"3,1",p,2,1
93,hansard-1193,hansard,"3,2",p,0,1
94,hansard-1193,hansard,"0,2",p,2,0
94,hansard-1193,hansard,"3,1",n,2,0
94,hansard-1193,hansard,"3,2",p,0,0
95,hansard-1193,hansard,"0,2",p,2,1
95,hansard-1193,hansard,"3,1",c,1,1
95,hansard-1193,hansard,"3,2",p,0,1
96,hansard-1193,hansard,"0,2",c,2,2
96,hansard-1193,hansard,"3,1",p,2,2
96,hansard-1193,hansard,"3,2",c,1,2
44,hansard-1193,hansard,"0,2",c,2,0
44,hansard-1193,hansard,"3,1",c,2,0
44,hansard-1193,hansard,"3,2",c,2,0
93,hansard-1352,hansard,"0,2",p,1,1
93,hansard-1352,hansard,"3,1",n,1,1
93,hansard-1352,hansard,"3,2",n,1,1
94,hansard-1352,hansard,"0,2",n,1,1
94,hansard-1352,hansard,"3,1",n,1,1
94,hansard-1352,hansard,"3,2",c,1,1
95,hansard-1352,hansard,"0,2",c,2,0
95,hansard-1352,hansard,"3,1",c,2,0
95,hansard-1352,hansard,"3,2",p,2,0
96,hansard-1352,hansard,"0,2",p,1,1
96,hansard-1352,hansard,"3,1",c,2,1
96,hansard-1352,hansard,"3,2",c,1,1
44,hansard-1352,hansard,"0,2",c,2,2
44,hansard-1352,hansard,"3,1",c,2,2
44,hansard-1352,hansard,"3,2",c,2,2
93,hansard-1379,hansard,"0,2",p,1,1
93,hansard-1379,hansard,"3,1",p,1,1
93,hansard-1379,hansard,"3,2",c,1,1
94,hansard-1379,hansard,"0,2",p,1,1
94,hansard-1379,hansard,"3,1",p,1,1
94,hansard-1379,hansard,"3,2",c,0,1
95,hansard-1379,hansard,"0,2",c,0,2
95,hansard-1379,hansard,"3,1",c,2,2
95,hansard-1379,hansard,"3,2",c,2,2
96,hansard-1379,hansard,"0,2",n,2,2
96,hansard-1379,hansard,"3,1",n,1,2
96,hansard-1379,hansard,"3,2",n,0,2
44,hansard-1379,hansard,"0,2",c,2,2
44,hansard-1379,hansard,"3,1",c,2,2
44,hansard-1379,hansard,"3,2",c,2,2
97,hansard-1412,hansard,"0,2",c,1,1
97,hansard-1412,hansard,"3,1",c,1,1
97,hansard-1412,hansard,"3,2",c,2,1
98,hansard-1412,hansard,"0,2",c,2,0
98,hansard-1412,hansard,"3,1",c,0,0
98,hansard-1412,hansard,"3,2",c,2,0
99,hansard-1412,hansard,"0,2",c,1,1
99,hansard-1412,hansard,"3,1",c,1,1
99,hansard-1412,hansard,"3,2",c,1,1
100,hansard-1412,hansard,"0,2",n,1,0
100,hansard-1412,hansard,"3,1",n,1,0
100,hansard-1412,hansard,"3,2",n,1,0
44,hansard-1412,hansard,"0,2",c,2,2
44,hansard-1412,hansard,"3,1",c,2,2
44,hansard-1412,hansard,"3,2",c,2,2
101,hansard-1421,hansard,"0,2",c,0,0
101,hansard-1421,hansard,"3,1",c,0,0
101,hansard-1421,hansard,"3,2",c,0,0
102,hansard-1421,hansard,"0,2",c,1,1
102,hansard-1421,hansard,"3,1",c,1,1
102,hansard-1421,hansard,"3,2",c,1,1
103,hansard-1421,hansard,"0,2",n,0,1
103,hansard-1421,hansard,"3,1",n,1,1
103,hansard-1421,hansard,"3,2",n,0,1
104,hansard-1421,hansard,"0,2",c,2,2
104,hansard-1421,hansard,"3,1",n,2,2
104,hansard-1421,hansard,"3,2",c,2,2
44,hansard-1421,hansard,"0,2",c,2,0
44,hansard-1421,hansard,"3,1",c,2,0
44,hansard-1421,hansard,"3,2",c,2,0
105,hansard-1435,hansard,"0,2",p,1,1
105,hansard-1435,hansard,"3,1",n,2,1
105,hansard-1435,hansard,"3,2",c,1,1
106,hansard-1435,hansard,"0,2",c,0,0
106,hansard-1435,hansard,"3,1",c,0,0
106,hansard-1435,hansard,"3,2",c,0,0
107,hansard-1435,hansard,"0,2",c,2,1
107,hansard-1435,hansard,"3,1",c,1,1
107,hansard-1435,hansard,"3,2",c,2,1
108,hansard-1435,hansard,"0,2",c,1,1
108,hansard-1435,hansard,"3,1",c,1,1
108,hansard-1435,hansard,"3,2",c,1,1
44,hansard-1435,hansard,"0,2",c,2,2
44,hansard-1435,hansard,"3,1",c,2,2
44,hansard-1435,hansard,"3,2",c,2,2
109,hansard-1466,hansard,"0,2",n,1,2
109,hansard-1466,hansard,"3,1",p,0,2
109,hansard-1466,hansard,"3,2",c,2,2
110,hansard-1466,hansard,"0,2",c,1,1
110,hansard-1466,hansard,"3,1",c,1,1
110,hansard-1466,hansard,"3,2",p,1,1
111,hansard-1466,hansard,"0,2",c,1,1
111,hansard-1466,hansard,"3,1",c,1,1
111,hansard-1466,hansard,"3,2",c,1,1
112,hansard-1466,hansard,"0,2",c,1,1
112,hansard-1466,hansard,"3,1",n,2,1
112,hansard-1466,hansard,"3,2",n,2,1
44,hansard-1466,hansard,"0,2",c,2,1
44,hansard-1466,hansard,"3,1",c,2,1
44,hansard-1466,hansard,"3,2",c,2,1
93,hansard-1478,hansard,"0,2",c,0,1
93,hansard-1478,hansard,"3,1",c,1,1
93,hansard-1478,hansard,"3,2",c,1,1
94,hansard-1478,hansard,"0,2",n,0,1
94,hansard-1478,hansard,"3,1",n,0,1
94,hansard-1478,hansard,"3,2",c,0,1
95,hansard-1478,hansard,"0,2",c,0,0
95,hansard-1478,hansard,"3,1",c,1,0
95,hansard-1478,hansard,"3,2",c,0,0
96,hansard-1478,hansard,"0,2",c,1,2
96,hansard-1478,hansard,"3,1",p,2,2
96,hansard-1478,hansard,"3,2",c,0,2
44,hansard-1478,hansard,"0,2",c,2,1
44,hansard-1478,hansard,"3,1",c,0,1
44,hansard-1478,hansard,"3,2",c,2,1
113,hansard-199,hansard,"0,2",c,1,1
113,hansard-199,hansard,"3,1",c,0,1
113,hansard-199,hansard,"3,2",c,0,1
114,hansard-199,hansard,"0,2",c,2,2
114,hansard-199,hansard,"3,1",c,2,2
114,hansard-199,hansard,"3,2",c,2,2
115,hansard-199,hansard,"0,2",c,1,1
115,hansard-199,hansard,"3,1",p,0,1
115,hansard-199,hansard,"3,2",p,0,1
116,hansard-199,hansard,"0,2",n,1,1
116,hansard-199,hansard,"3,1",c,1,1
116,hansard-199,hansard,"3,2",c,1,1
44,hansard-199,hansard,"0,2",p,1,1
44,hansard-199,hansard,"3,1",p,0,1
44,hansard-199,hansard,"3,2",p,2,1
101,hansard-2061,hansard,"0,2",p,0,0
101,hansard-2061,hansard,"3,1",c,0,0
101,hansard-2061,hansard,"3,2",p,0,0
102,hansard-2061,hansard,"0,2",n,0,0
102,hansard-2061,hansard,"3,1",n,0,0
102,hansard-2061,hansard,"3,2",n,0,0
103,hansard-2061,hansard,"0,2",c,1,1
103,hansard-2061,hansard,"3,1",c,1,1
103,hansard-2061,hansard,"3,2",p,0,1
104,hansard-2061,hansard,"0,2",c,1,1
104,hansard-2061,hansard,"3,1",c,2,1
104,hansard-2061,hansard,"3,2",p,1,1
44,hansard-2061,hansard,"0,2",c,0,0
44,hansard-2061,hansard,"3,1",c,0,0
44,hansard-2061,hansard,"3,2",c,2,0
113,hansard-208,hansard,"0,2",c,1,1
113,hansard-208,hansard,"3,1",c,1,1
113,hansard-208,hansard,"3,2",c,1,1
114,hansard-208,hansard,"0,2",p,2,1
114,hansard-208,hansard,"3,1",p,1,1
114,hansard-208,hansard,"3,2",p,1,1
115,hansard-208,hansard,"0,2",c,2,2
115,hansard-208,hansard,"3,1",c,2,2
115,hansard-208,hansard,"3,2",c,2,2
116,hansard-208,hansard,"0,2",p,1,1
116,hansard-208,hansard,"3,1",p,2,1
116,hansard-208,hansard,"3,2",p,2,1
44,hansard-208,hansard,"0,2",c,2,2
44,hansard-208,hansard,"3,1",c,2,2
44,hansard-208,hansard,"3,2",c,2,2
89,hansard-220,hansard,"0,2",c,0,0
89,hansard-220,hansard,"3,1",p,0,0
89,hansard-220,hansard,"3,2",p,0,0
90,hansard-220,hansard,"0,2",p,2,2
90,hansard-220,hansard,"3,1",p,2,2
90,hansard-220,hansard,"3,2",p,2,2
91,hansard-220,hansard,"0,2",c,0,1
91,hansard-220,hansard,"3,1",p,0,1
91,hansard-220,hansard,"3,2",p,2,1
44,hansard-220,hansard,"0,2",c,2,1
44,hansard-220,hansard,"3,1",c,0,1
44,hansard-220,hansard,"3,2",p,2,1
92,hansard-220,hansard,"0,2",c,2,2
92,hansard-220,hansard,"3,1",p,2,2
92,hansard-220,hansard,"3,2",p,2,2
117,hansard-2760,hansard,"0,2",c,2,2
117,hansard-2760,hansard,"3,1",c,2,2
117,hansard-2760,hansard,"3,2",c,2,2
118,hansard-2760,hansard,"0,2",p,2,0
118,hansard-2760,hansard,"3,1",p,0,0
118,hansard-2760,hansard,"3,2",n,1,0
119,hansard-2760,hansard,"0,2",c,1,1
119,hansard-2760,hansard,"3,1",c,1,1
119,hansard-2760,hansard,"3,2",p,1,1
120,hansard-2760,hansard,"0,2",n,1,1
120,hansard-2760,hansard,"3,1",c,2,1
120,hansard-2760,hansard,"3,2",c,2,1
44,hansard-2760,hansard,"0,2",c,2,0
44,hansard-2760,hansard,"3,1",c,0,0
44,hansard-2760,hansard,"3,2",c,2,0
121,hansard-2931,hansard,"0,2",c,2,2
121,hansard-2931,hansard,"3,1",c,0,2
121,hansard-2931,hansard,"3,2",c,2,2
122,hansard-2931,hansard,"0,2",c,2,2
122,hansard-2931,hansard,"3,1",c,2,2
122,hansard-2931,hansard,"3,2",c,2,2
123,hansard-2931,hansard,"0,2",n,1,0
123,hansard-2931,hansard,"3,1",n,2,0
123,hansard-2931,hansard,"3,2",n,1,0
44,hansard-2931,hansard,"0,2",p,2,0
44,hansard-2931,hansard,"3,1",p,2,0
44,hansard-2931,hansard,"3,2",p,2,0
124,hansard-2931,hansard,"0,2",c,2,2
124,hansard-2931,hansard,"3,1",n,2,2
124,hansard-2931,hansard,"3,2",n,2,2
125,hansard-3118,hansard,"0,2",p,1,0
125,hansard-3118,hansard,"3,1",c,0,0
125,hansard-3118,hansard,"3,2",c,0,0
126,hansard-3118,hansard,"0,2",n,2,1
126,hansard-3118,hansard,"3,1",p,0,1
126,hansard-3118,hansard,"3,2",c,2,1
127,hansard-3118,hansard,"0,2",c,1,1
127,hansard-3118,hansard,"3,1",p,1,1
127,hansard-3118,hansard,"3,2",c,1,1
128,hansard-3118,hansard,"0,2",c,1,1
128,hansard-3118,hansard,"3,1",c,1,1
128,hansard-3118,hansard,"3,2",c,2,1
44,hansard-3118,hansard,"0,2",c,2,0
44,hansard-3118,hansard,"3,1",p,0,0
44,hansard-3118,hansard,"3,2",c,2,0
125,hansard-3208,hansard,"0,2",c,0,0
125,hansard-3208,hansard,"3,1",n,1,0
125,hansard-3208,hansard,"3,2",c,2,0
126,hansard-3208,hansard,"0,2",c,0,0
126,hansard-3208,hansard,"3,1",c,0,0
126,hansard-3208,hansard,"3,2",c,2,0
127,hansard-3208,hansard,"0,2",p,2,0
127,hansard-3208,hansard,"3,1",p,0,0
127,hansard-3208,hansard,"3,2",p,2,0
128,hansard-3208,hansard,"0,2",c,2,1
128,hansard-3208,hansard,"3,1",c,1,1
128,hansard-3208,hansard,"3,2",c,1,1
44,hansard-3208,hansard,"0,2",c,0,0
44,hansard-3208,hansard,"3,1",c,2,0
44,hansard-3208,hansard,"3,2",p,2,0
109,hansard-3211,hansard,"0,2",p,1,0
109,hansard-3211,hansard,"3,1",p,2,0
109,hansard-3211,hansard,"3,2",c,1,0
110,hansard-3211,hansard,"0,2",c,0,0
110,hansard-3211,hansard,"3,1",c,1,0
110,hansard-3211,hansard,"3,2",c,1,0
111,hansard-3211,hansard,"0,2",p,1,1
111,hansard-3211,hansard,"3,1",c,1,1
111,hansard-3211,hansard,"3,2",c,1,1
112,hansard-3211,hansard,"0,2",c,1,0
112,hansard-3211,hansard,"3,1",c,2,0
112,hansard-3211,hansard,"3,2",c,2,0
44,hansard-3211,hansard,"0,2",c,2,0
44,hansard-3211,hansard,"3,1",c,0,0
44,hansard-3211,hansard,"3,2",c,2,0
117,hansard-3228,hansard,"0,2",c,0,1
117,hansard-3228,hansard,"3,1",p,0,1
117,hansard-3228,hansard,"3,2",p,2,1
118,hansard-3228,hansard,"0,2",c,1,1
118,hansard-3228,hansard,"3,1",n,1,1
118,hansard-3228,hansard,"3,2",n,1,1
119,hansard-3228,hansard,"0,2",p,0,0
119,hansard-3228,hansard,"3,1",c,0,0
119,hansard-3228,hansard,"3,2",p,2,0
120,hansard-3228,hansard,"0,2",c,2,2
120,hansard-3228,hansard,"3,1",n,1,2
120,hansard-3228,hansard,"3,2",n,1,2
44,hansard-3228,hansard,"0,2",c,2,0
44,hansard-3228,hansard,"3,1",c,2,0
44,hansard-3228,hansard,"3,2",c,2,0
109,hansard-3431,hansard,"0,2",n,0,2
109,hansard-3431,hansard,"3,1",n,2,2
109,hansard-3431,hansard,"3,2",c,1,2
110,hansard-3431,hansard,"0,2",c,0,0
110,hansard-3431,hansard,"3,1",c,0,0
110,hansard-3431,hansard,"3,2",c,0,0
111,hansard-3431,hansard,"0,2",n,1,1
111,hansard-3431,hansard,"3,1",c,1,1
111,hansard-3431,hansard,"3,2",c,1,1
112,hansard-3431,hansard,"0,2",c,0,1
112,hansard-3431,hansard,"3,1",p,2,1
112,hansard-3431,hansard,"3,2",c,0,1
44,hansard-3431,hansard,"0,2",c,1,1
44,hansard-3431,hansard,"3,1",c,0,1
44,hansard-3431,hansard,"3,2",c,2,1
89,hansard-3480,hansard,"0,2",p,2,0
89,hansard-3480,hansard,"3,1",n,0,0
89,hansard-3480,hansard,"3,2",c,2,0
90,hansard-3480,hansard,"0,2",c,1,1
90,hansard-3480,hansard,"3,1",p,1,1
90,hansard-3480,hansard,"3,2",p,0,1
91,hansard-3480,hansard,"0,2",c,2,0
91,hansard-3480,hansard,"3,1",c,0,0
91,hansard-3480,hansard,"3,2",c,2,0
44,hansard-3480,hansard,"0,2",c,2,1
44,hansard-3480,hansard,"3,1",c,0,1
44,hansard-3480,hansard,"3,2",c,2,1
92,hansard-3480,hansard,"0,2",p,1,1
92,hansard-3480,hansard,"3,1",p,1,1
92,hansard-3480,hansard,"3,2",p,1,1
109,hansard-3690,hansard,"0,2",c,2,2
109,hansard-3690,hansard,"3,1",p,2,2
109,hansard-3690,hansard,"3,2",p,0,2
110,hansard-3690,hansard,"0,2",c,1,1
110,hansard-3690,hansard,"3,1",c,1,1
110,hansard-3690,hansard,"3,2",c,1,1
111,hansard-3690,hansard,"0,2",c,1,1
111,hansard-3690,hansard,"3,1",c,1,1
111,hansard-3690,hansard,"3,2",c,1,1
112,hansard-3690,hansard,"0,2",c,2,0
112,hansard-3690,hansard,"3,1",c,0,0
112,hansard-3690,hansard,"3,2",c,2,0
44,hansard-3690,hansard,"0,2",c,2,0
44,hansard-3690,hansard,"3,1",c,2,0
44,hansard-3690,hansard,"3,2",c,2,0
121,hansard-3875,hansard,"0,2",n,0,1
121,hansard-3875,hansard,"3,1",n,0,1
121,hansard-3875,hansard,"3,2",n,0,1
122,hansard-3875,hansard,"0,2",c,2,2
122,hansard-3875,hansard,"3,1",c,2,2
122,hansard-3875,hansard,"3,2",c,2,2
123,hansard-3875,hansard,"0,2",c,2,2
123,hansard-3875,hansard,"3,1",c,2,2
123,hansard-3875,hansard,"3,2",c,2,2
44,hansard-3875,hansard,"0,2",c,2,2
44,hansard-3875,hansard,"3,1",c,2,2
44,hansard-3875,hansard,"3,2",c,2,2
124,hansard-3875,hansard,"0,2",c,0,1
124,hansard-3875,hansard,"3,1",c,2,1
124,hansard-3875,hansard,"3,2",c,1,1
97,hansard-3876,hansard,"0,2",c,1,1
97,hansard-3876,hansard,"3,1",p,2,1
97,hansard-3876,hansard,"3,2",p,2,1
98,hansard-3876,hansard,"0,2",c,2,2
98,hansard-3876,hansard,"3,1",c,2,2
98,hansard-3876,hansard,"3,2",n,2,2
99,hansard-3876,hansard,"0,2",c,2,2
99,hansard-3876,hansard,"3,1",c,2,2
99,hansard-3876,hansard,"3,2",c,2,2
100,hansard-3876,hansard,"0,2",c,0,2
100,hansard-3876,hansard,"3,1",c,2,2
100,hansard-3876,hansard,"3,2",c,1,2
44,hansard-3876,hansard,"0,2",c,0,1
44,hansard-3876,hansard,"3,1",c,0,1
44,hansard-3876,hansard,"3,2",c,1,1
101,hansard-4072,hansard,"0,2",c,0,0
101,hansard-4072,hansard,"3,1",n,0,0
101,hansard-4072,hansard,"3,2",n,0,0
102,hansard-4072,hansard,"0,2",c,2,2
102,hansard-4072,hansard,"3,1",n,1,2
102,hansard-4072,hansard,"3,2",n,1,2
103,hansard-4072,hansard,"0,2",c,2,2
103,hansard-4072,hansard,"3,1",c,2,2
103,hansard-4072,hansard,"3,2",c,2,2
104,hansard-4072,hansard,"0,2",c,0,2
104,hansard-4072,hansard,"3,1",n,0,2
104,hansard-4072,hansard,"3,2",c,0,2
44,hansard-4072,hansard,"0,2",n,2,1
44,hansard-4072,hansard,"3,1",c,0,1
44,hansard-4072,hansard,"3,2",p,2,1
93,hansard-4426,hansard,"0,2",c,0,2
93,hansard-4426,hansard,"3,1",c,2,2
93,hansard-4426,hansard,"3,2",c,2,2
94,hansard-4426,hansard,"0,2",p,0,1
94,hansard-4426,hansard,"3,1",c,0,1
94,hansard-4426,hansard,"3,2",p,0,1
95,hansard-4426,hansard,"0,2",p,2,1
95,hansard-4426,hansard,"3,1",p,1,1
95,hansard-4426,hansard,"3,2",p,0,1
96,hansard-4426,hansard,"0,2",c,1,2
96,hansard-4426,hansard,"3,1",p,2,2
96,hansard-4426,hansard,"3,2",c,1,2
44,hansard-4426,hansard,"0,2",p,2,1
44,hansard-4426,hansard,"3,1",p,2,1
44,hansard-4426,hansard,"3,2",p,2,1
97,hansard-476,hansard,"0,2",c,1,1
97,hansard-476,hansard,"3,1",c,1,1
97,hansard-476,hansard,"3,2",c,1,1
98,hansard-476,hansard,"0,2",c,2,2
98,hansard-476,hansard,"3,1",c,2,2
98,hansard-476,hansard,"3,2",c,2,2
99,hansard-476,hansard,"0,2",c,1,1
99,hansard-476,hansard,"3,1",c,1,1
99,hansard-476,hansard,"3,2",c,0,1
100,hansard-476,hansard,"0,2",c,1,1
100,hansard-476,hansard,"3,1",c,1,1
100,hansard-476,hansard,"3,2",c,1,1
44,hansard-476,hansard,"0,2",n,0,0
44,hansard-476,hansard,"3,1",n,0,0
44,hansard-476,hansard,"3,2",n,0,0
125,hansard-4985,hansard,"0,2",c,2,0
125,hansard-4985,hansard,"3,1",c,2,0
125,hansard-4985,hansard,"3,2",c,2,0
126,hansard-4985,hansard,"0,2",n,1,1
126,hansard-4985,hansard,"3,1",c,0,1
126,hansard-4985,hansard,"3,2",c,2,1
127,hansard-4985,hansard,"0,2",c,1,2
127,hansard-4985,hansard,"3,1",c,2,2
127,hansard-4985,hansard,"3,2",c,2,2
128,hansard-4985,hansard,"0,2",p,2,2
128,hansard-4985,hansard,"3,1",p,1,2
128,hansard-4985,hansard,"3,2",p,0,2
44,hansard-4985,hansard,"0,2",c,2,2
44,hansard-4985,hansard,"3,1",c,2,2
44,hansard-4985,hansard,"3,2",c,2,2
105,hansard-5094,hansard,"0,2",c,0,0
105,hansard-5094,hansard,"3,1",p,1,0
105,hansard-5094,hansard,"3,2",p,0,0
106,hansard-5094,hansard,"0,2",c,0,0
106,hansard-5094,hansard,"3,1",p,0,0
106,hansard-5094,hansard,"3,2",p,0,0
107,hansard-5094,hansard,"0,2",c,2,2
107,hansard-5094,hansard,"3,1",c,2,2
107,hansard-5094,hansard,"3,2",c,2,2
108,hansard-5094,hansard,"0,2",c,2,2
108,hansard-5094,hansard,"3,1",c,2,2
108,hansard-5094,hansard,"3,2",n,2,2
44,hansard-5094,hansard,"0,2",c,1,1
44,hansard-5094,hansard,"3,1",c,1,1
44,hansard-5094,hansard,"3,2",c,1,1
113,hansard-5142,hansard,"0,2",c,2,2
113,hansard-5142,hansard,"3,1",c,2,2
113,hansard-5142,hansard,"3,2",c,2,2
114,hansard-5142,hansard,"0,2",c,2,2
114,hansard-5142,hansard,"3,1",p,2,2
114,hansard-5142,hansard,"3,2",p,2,2
115,hansard-5142,hansard,"0,2",c,0,0
115,hansard-5142,hansard,"3,1",c,2,0
115,hansard-5142,hansard,"3,2",c,2,0
116,hansard-5142,hansard,"0,2",c,1,1
116,hansard-5142,hansard,"3,1",c,1,1
116,hansard-5142,hansard,"3,2",c,1,1
44,hansard-5142,hansard,"0,2",c,2,0
44,hansard-5142,hansard,"3,1",c,1,0
44,hansard-5142,hansard,"3,2",c,2,0
117,hansard-5208,hansard,"0,2",p,2,0
117,hansard-5208,hansard,"3,1",p,2,0
117,hansard-5208,hansard,"3,2",p,2,0
118,hansard-5208,hansard,"0,2",c,2,0
118,hansard-5208,hansard,"3,1",c,1,0
118,hansard-5208,hansard,"3,2",c,1,0
119,hansard-5208,hansard,"0,2",c,0,1
119,hansard-5208,hansard,"3,1",p,1,1
119,hansard-5208,hansard,"3,2",p,0,1
120,hansard-5208,hansard,"0,2",c,1,1
120,hansard-5208,hansard,"3,1",c,2,1
120,hansard-5208,hansard,"3,2",c,1,1
44,hansard-5208,hansard,"0,2",c,0,1
44,hansard-5208,hansard,"3,1",c,0,1
44,hansard-5208,hansard,"3,2",c,2,1
101,hansard-5282,hansard,"0,2",c,0,0
101,hansard-5282,hansard,"3,1",c,0,0
101,hansard-5282,hansard,"3,2",c,0,0
102,hansard-5282,hansard,"0,2",c,2,2
102,hansard-5282,hansard,"3,1",p,2,2
102,hansard-5282,hansard,"3,2",p,2,2
103,hansard-5282,hansard,"0,2",n,1,1
103,hansard-5282,hansard,"3,1",c,0,1
103,hansard-5282,hansard,"3,2",c,2,1
104,hansard-5282,hansard,"0,2",c,1,1
104,hansard-5282,hansard,"3,1",n,0,1
104,hansard-5282,hansard,"3,2",c,2,1
44,hansard-5282,hansard,"0,2",c,1,1
44,hansard-5282,hansard,"3,1",p,0,1
44,hansard-5282,hansard,"3,2",p,2,1
121,hansard-5298,hansard,"0,2",c,2,0
121,hansard-5298,hansard,"3,1",n,0,0
121,hansard-5298,hansard,"3,2",n,0,0
122,hansard-5298,hansard,"0,2",c,1,1
122,hansard-5298,hansard,"3,1",n,1,1
122,hansard-5298,hansard,"3,2",n,1,1
123,hansard-5298,hansard,"0,2",p,0,0
123,hansard-5298,hansard,"3,1",c,2,0
123,hansard-5298,hansard,"3,2",p,2,0
44,hansard-5298,hansard,"0,2",c,0,1
44,hansard-5298,hansard,"3,1",c,0,1
44,hansard-5298,hansard,"3,2",c,0,1
124,hansard-5298,hansard,"0,2",n,2,2
124,hansard-5298,hansard,"3,1",n,2,2
124,hansard-5298,hansard,"3,2",c,2,2
113,hansard-5313,hansard,"0,2",p,2,1
113,hansard-5313,hansard,"3,1",p,1,1
113,hansard-5313,hansard,"3,2",c,1,1
114,hansard-5313,hansard,"0,2",p,1,1
